axis,tier,human_mean,human_hdi_low,human_hdi_high,crossover_date_median,crossover_hdi_low,crossover_hdi_high,p_passed_now,frac_positive_slope,status,hdi80_low,hdi80_high
axis2,Domain Expert,-2.1505101390014874,-2.4552846785816818,-1.786096591730806,2022-02-18 13:10:07.055307523,2021-08-13 10:56:06.213075515,2022-08-22 14:10:27.132054098,0.9010833333333333,0.9991666666666666,passed_mean,2020-10-04 12:55:20.424832703,2023-01-16 14:47:07.335371195
axis2,Committee of Domain Experts,-1.8840156613176944,-2.215619261451998,-1.4685934894924084,2022-05-19 10:26:30.048685255,2021-12-01 11:13:27.265306751,2022-12-03 15:18:32.453782142,0.89125,0.9991666666666666,passed_mean,2021-01-17 08:53:26.987568423,2023-05-09 23:39:40.155434176
axis2,High School Top Performer,-1.3881836008125306,-1.8661087468621953,-0.7450961360644616,2022-10-31 16:53:50.483226194,2022-03-21 14:05:42.778759093,2023-04-28 22:14:55.780569329,0.9154166666666667,0.9991666666666666,passed_mean,2021-05-01 09:49:20.092589362,2023-12-07 17:12:24.395087972
axis2,Top Performer,-0.832660520590548,-1.4197538139297379,-0.051199149556389656,2023-04-25 15:09:19.575976691,2022-08-04 15:26:37.046227464,2023-10-24 01:04:32.527984661,0.8845,0.9991666666666666,passed_mean,2021-11-18 23:06:12.445723673,2024-09-12 00:00:00.000001728
axis3,High School Qualifier,1.3120649979039292,0.5234862135888423,2.0440111226298505,2025-05-22 00:00:00.000001883,2025-03-24 23:59:59.999999369,2026-08-30 05:33:33.851658067,0.9175,0.9750833333333333,passed_mean,2021-12-31 08:33:42.187185426,2027-02-22 09:20:38.946489760
axis3,Average Human,1.9791466820138244,0.7919252443435524,2.7954748035832875,2026-02-05 00:00:00.000002989,2025-03-24 23:59:59.999999369,2026-12-21 18:59:36.861973385,0.7314166666666667,0.9750833333333333,passed_mean,2022-07-05 14:07:30.649340749,2028-06-16 21:29:11.370906983
axis3,Committee of Average Humans,2.412578309694397,1.2457959121587514,3.4579212433838373,2026-06-08 23:59:59.999999844,2025-05-22 00:00:00.000001883,2027-04-20 02:36:38.730992639,0.5630833333333334,0.9750833333333333,passed_mean,2023-02-03 10:31:33.716587232,2029-10-01 12:33:32.036430893
axis3,High School Top Performer,2.4606365148060636,1.5978518178126655,3.3268483928258914,2026-06-08 23:59:59.999999844,2026-02-05 00:00:00.000002989,2027-09-12 09:12:49.711872179,0.5763333333333334,0.9750833333333333,passed_mean,2023-04-14 15:34:13.460618265,2029-05-20 19:57:35.299845083
axis3,Skilled Generalist,3.1634768747667863,1.4094214465954118,4.158760434564067,2026-09-20 15:52:23.516678936,2025-04-15 23:59:59.999999844,2027-08-09 09:56:21.839058562,0.4705,0.9750833333333333,future,2022-10-24 21:00:03.019578048,2035-09-22 08:08:57.691756752
axis3,Domain Expert,3.7701065144945414,2.013140583075746,4.794084318925559,2027-01-23 03:37:38.243705079,2026-02-05 00:00:00.000002989,2028-04-19 17:24:22.065786668,0.35525,0.9750833333333333,future,2019-05-01 03:29:59.806925165,2032-11-18 10:43:29.953595760
axis3,Committee of Skilled Generalists,3.8676427292360067,2.20874511498058,5.022788423585867,2027-03-30 05:11:00.676437979,2026-02-05 00:00:00.000002989,2028-08-04 09:39:49.814642318,0.3318333333333333,0.9750833333333333,future,2023-08-19 06:49:35.688274066,2038-11-02 23:13:49.063235551
axis3,Top Performer,4.368293844538706,2.8811750732495316,5.383011102838811,2027-06-27 03:13:18.300368320,2026-05-28 00:00:00.000001572,2028-04-05 02:15:28.832869218,0.23641666666666666,0.9750833333333333,future,2020-08-12 05:05:25.016699227,2033-09-19 00:24:43.342978645
axis3,Committee of Domain Experts,4.393915173035808,2.76258245010375,5.556984267642621,2027-06-19 22:28:05.788602600,2026-02-05 00:00:00.000002989,2028-04-06 21:37:00.417384209,0.2649166666666667,0.9750833333333333,future,2019-05-14 17:06:48.605847552,2035-06-03 17:10:50.338996095
