axis,tier,human_mean,human_hdi_low,human_hdi_high,crossover_date_median,crossover_hdi_low,crossover_hdi_high,p_passed_now,frac_positive_slope,status,hdi80_low,hdi80_high
axis2,Skilled Generalist,-3.8082407488730206,-4.175734841756967,-3.281256010483835,2020-07-27 19:34:31.790488238,2019-08-19 18:20:11.908166962,2021-04-19 07:48:57.219113767,0.8997222222222222,0.9995833333333334,passed_mean,2018-01-25 02:47:08.457449049,2022-02-15 04:23:13.239352049
axis2,Committee of Average Humans,-3.1164673950647916,-3.7372899115018137,-2.2153982848466383,2021-03-21 15:27:43.879423740,2020-03-06 14:58:43.480880411,2022-01-20 18:31:18.006388872,0.8923611111111112,0.9995833333333334,passed_mean,2018-06-08 01:45:50.117665345,2022-12-18 08:14:51.910446243
axis2,Committee of Skilled Generalists,-2.944463888510671,-3.520381187710416,-2.0419862403847837,2021-05-27 00:31:21.262957299,2020-06-11 20:31:46.924880540,2022-03-09 06:53:18.678700962,0.8698611111111111,0.9995833333333334,passed_mean,2018-10-28 12:38:43.921889522,2023-01-31 06:56:45.627870232
axis2,High School Qualifier,-2.230532769961367,-2.549783456099672,-1.8232345649367339,2022-01-11 00:05:20.597832012,2021-06-22 14:29:52.348649386,2022-08-17 19:36:38.835230927,0.9523611111111111,0.9995833333333334,passed_mean,2020-03-22 03:01:58.954034352,2023-01-23 06:10:47.482251697
axis2,Domain Expert,-2.141609594127666,-2.4511048252555887,-1.7412219130393267,2022-02-06 17:00:08.625229796,2021-07-14 05:08:10.536077636,2022-08-28 14:16:24.905760859,0.8727777777777778,0.9995833333333334,passed_mean,2020-04-25 17:26:46.767515279,2023-02-03 05:28:03.199283621
axis2,Committee of Domain Experts,-1.9217595163956658,-2.2487462793015824,-1.4943196319175525,2022-04-25 09:45:56.667621461,2021-09-19 04:05:08.126493411,2022-10-23 09:17:15.548814928,0.8573611111111111,0.9995833333333334,passed_mean,2020-08-05 10:10:35.293007265,2023-05-13 21:52:27.556052401
axis2,High School Top Performer,-1.30497734063941,-1.8239083438658537,-0.5849622258671003,2022-11-20 11:15:16.759976388,2022-02-22 05:40:37.007891685,2023-05-26 01:11:07.798535603,0.8891666666666667,0.9995833333333334,passed_mean,2021-02-20 01:54:54.184822727,2024-02-29 00:00:00.000000630
axis2,Top Performer,-0.7659567168335575,-1.3709925247547137,0.11076655025119309,2023-05-15 16:44:10.696010971,2022-11-06 16:44:44.498580619,2024-02-29 00:00:00.000000630,0.8505555555555555,0.9995833333333334,passed_mean,2021-04-12 19:02:53.547390268,2024-09-12 00:00:00.000001728
axis3,High School Qualifier,1.5181149221732597,0.6540570821805434,2.3184396014616113,2025-06-10 00:00:00.000001097,2025-05-22 00:00:00.000001883,2026-06-08 23:59:59.999999844,0.9326388888888889,0.9890277777777777,passed_mean,2022-11-06 07:03:32.633745272,2027-04-11 10:05:04.786216258
axis3,Average Human,2.290214222921236,1.118226261498823,3.182125094552214,2026-02-05 00:00:00.000002989,2026-02-05 00:00:00.000002989,2027-01-08 20:09:00.269903289,0.7748611111111111,0.9890277777777777,passed_mean,2023-01-20 15:25:07.833609272,2027-09-29 18:34:26.116753258
axis3,High School Top Performer,2.7492360742503132,1.664125858955889,3.7281319682158447,2026-06-08 23:59:59.999999844,2026-05-28 00:00:00.000001572,2027-06-27 03:05:18.540824648,0.5855555555555556,0.9890277777777777,passed_mean,2024-03-01 08:14:06.729715867,2028-05-18 18:48:36.345647312
axis3,Committee of Average Humans,2.9708430871687854,1.4404542613001072,4.018361232679957,2026-06-08 23:59:59.999999844,2026-05-28 00:00:00.000001572,2027-06-09 13:13:17.110863995,0.5640277777777778,0.9890277777777777,passed_mean,2023-06-21 09:53:52.018613687,2028-03-12 14:59:10.887199350
axis3,Skilled Generalist,3.08857886968095,1.8420804380011742,4.0024535764385245,2026-08-22 05:00:59.294051582,2026-05-28 00:00:00.000001572,2027-05-11 05:16:20.146872792,0.5126388888888889,0.9890277777777777,passed_mean,2023-12-01 17:52:25.537606504,2028-06-05 18:28:12.231813218
axis3,Domain Expert,3.6848823110060915,2.278336992909115,4.5727671288127985,2026-12-27 00:04:18.428880941,2026-06-08 23:59:59.999999844,2027-06-27 03:27:06.243608416,0.34041666666666665,0.9890277777777777,future,2024-07-31 13:58:54.116518327,2029-03-21 02:53:24.936264185
axis3,Committee of Skilled Generalists,3.809656472888153,2.5771211469147373,4.881294777337992,2027-02-27 04:49:33.329019149,2026-05-28 00:00:00.000001572,2027-09-04 09:59:06.310234772,0.3,0.9890277777777777,future,2024-12-06 00:00:00.000002203,2029-12-04 23:02:32.530717236
axis3,Committee of Domain Experts,4.261898129396439,3.0485455174443223,5.180022235566852,2027-05-23 07:05:12.856635231,2026-10-19 16:05:11.621158154,2028-01-05 18:45:06.936185753,0.215,0.9890277777777777,future,2025-03-24 23:59:59.999999369,2031-06-05 15:34:49.595639652
axis3,Top Performer,4.30593843271221,2.8801575374205757,5.261192610871127,2027-05-30 23:02:03.841874623,2026-10-29 22:23:17.179427143,2027-12-21 22:11:07.298908742,0.21333333333333335,0.9890277777777777,future,2025-03-24 23:59:59.999999369,2030-02-25 12:48:35.659924908
