axis,tier,human_mean,human_hdi_low,human_hdi_high,crossover_date_median,crossover_hdi_low,crossover_hdi_high,p_passed_now,frac_positive_slope,status
axis2,Top Performer,-1.7890784393029735,-2.1918056610214487,-1.2409224654355886,2020-12-30 10:10:34.028336968,2019-09-28 06:37:54.385751432,2022-02-05 01:24:49.812217718,0.84,0.99325,passed_mean
axis3,High School Qualifier,0.42161300188642037,-0.5650163127561915,1.1999876969357435,2024-10-23 20:36:19.835490623,2024-05-20 00:55:46.458917820,2025-10-09 11:48:41.149239480,0.89725,0.82425,passed_mean
axis3,High School Top Performer,1.2432299155848416,0.11591745847830359,2.1499864903248325,2025-06-03 22:53:23.754776418,2024-10-15 19:08:09.385521915,2026-05-18 23:03:06.222658968,0.7575,0.82425,passed_mean
axis3,Average Human,2.525359279618139,1.1470649216399398,3.4136791024750615,2026-08-06 14:55:30.914271814,2026-02-12 12:45:06.406802879,2027-04-19 23:54:25.880067411,0.45125,0.82425,passed_mean
axis3,Committee of Average Humans,3.1764749621829207,1.4666807870384941,4.1723593359328195,2027-01-26 16:38:12.809462674,2026-08-01 09:18:07.179562025,2027-11-30 19:28:18.828760823,0.2895,0.82425,future
axis3,Skilled Generalist,3.325648521677701,1.8591376308843004,4.236160450845235,2027-02-28 19:51:06.972005367,2026-09-12 23:51:47.631606897,2027-12-20 21:15:15.957967760,0.258,0.82425,future
axis3,Domain Expert,3.8702577165117935,2.3080296194541017,4.793596431392041,2027-07-21 00:29:26.738432796,2027-01-12 16:24:34.944519853,2028-04-25 05:24:02.832791823,0.17975,0.82425,future
axis3,Committee of Skilled Generalists,4.0308831759073245,2.593949436669664,5.1008306626298285,2027-09-12 05:39:59.141820481,2027-03-04 14:00:16.815899874,2028-08-29 18:24:36.119338148,0.1765,0.82425,future
axis3,Top Performer,4.181262902285912,2.6045249281079172,5.165716015016551,2027-10-07 10:52:54.790338403,2027-03-29 05:23:54.617455141,2028-08-15 14:11:35.972685876,0.157,0.82425,future
axis3,Committee of Domain Experts,4.396255062404558,3.014353875913556,5.377988203646953,2027-11-24 20:33:29.344066784,2027-05-08 10:45:48.417430262,2028-10-10 01:28:14.663802624,0.153,0.82425,future
axis4,High School Qualifier,0.49770787664433136,-0.169228364860514,1.1020613482669244,2021-12-24 19:36:23.783711091,2020-04-25 04:12:35.606039754,2025-10-30 06:26:10.124444736,0.89575,0.847,passed_mean
axis4,High School Top Performer,1.2835850746195048,0.5922695307129162,1.9501297064586947,2024-11-25 17:42:41.082418451,2022-05-26 00:40:57.170580332,2027-10-28 01:42:43.652217294,0.6655,0.847,passed_mean
axis4,Average Human,1.3532402666720194,0.8477443185179467,2.0192579194050397,2024-11-19 04:42:36.670380762,2022-06-28 14:23:25.452826313,2027-03-25 00:24:44.946882325,0.654,0.847,passed_mean
axis4,Committee of Average Humans,1.6501043261822796,1.137200661263753,2.3921922190863096,2025-12-03 02:22:58.784345592,2022-12-03 17:02:44.560073097,2027-09-11 20:11:50.431631665,0.5435,0.847,passed_mean
axis4,Skilled Generalist,2.205286669625264,1.5434743271561144,2.990835933365746,2028-01-07 03:58:06.647591144,2023-11-23 04:28:07.744194171,2029-07-17 23:23:17.478093837,0.34175,0.847,future
axis4,Domain Expert,2.5475228285234186,1.8771944383530144,3.4788503280162857,2029-05-17 06:50:27.005922657,2024-12-26 01:50:37.132054414,2030-12-29 09:29:16.463196528,0.21825,0.847,future
axis4,Top Performer,2.922630917827691,2.2242081247618253,3.901061916205345,2030-11-03 15:08:51.841377764,2025-10-24 03:40:40.444303045,2032-06-15 04:32:37.567486567,0.1315,0.847,future
axis4,Committee of Skilled Generalists,2.987924644928389,2.27069517691175,3.8749818506007645,2031-01-26 06:18:43.210890676,2025-05-30 03:11:08.702722400,2032-06-09 11:10:03.586355397,0.12675,0.847,future
axis4,Committee of Domain Experts,3.485889688505404,2.631948205222577,4.488164118151097,2032-09-29 18:37:49.823336369,2026-05-08 05:28:21.869174242,2034-04-14 08:48:06.064471713,0.08025,0.847,future
