axis,tier,human_mean,human_hdi_low,human_hdi_high,crossover_date_median,crossover_hdi_low,crossover_hdi_high,p_passed_now,frac_positive_slope,status
axis2,High School Qualifier,-2.6319627304890183,-2.9500106149929533,-2.2800604296647515,2018-10-25 05:22:38.022809399,2017-08-20 10:17:11.157612630,2020-12-06 13:38:43.895037546,0.958875,0.981625,passed_mean
axis2,Domain Expert,-2.5070488683271313,-2.8130996466635203,-2.1582529573015625,2019-01-14 18:28:57.202704295,2018-02-22 08:53:30.564861262,2021-05-04 20:27:35.794443254,0.9344375,0.981625,passed_mean
axis2,High School Top Performer,-2.2147542441010026,-2.5754480766929557,-1.7885172670684317,2019-07-16 11:40:37.306115480,2018-05-26 16:35:17.890966158,2021-06-16 13:13:57.840380791,0.9474375,0.981625,passed_mean
axis2,Committee of Domain Experts,-2.1857359186980316,-2.5341496437264195,-1.7835648547732896,2019-08-05 05:39:01.945188460,2018-08-02 18:35:01.074189906,2021-08-02 11:24:06.533410924,0.9268125,0.981625,passed_mean
axis2,Top Performer,-2.0314459727970586,-2.4078388514663582,-1.5793016288745116,2019-11-05 11:50:33.230315624,2018-10-18 19:38:20.345393716,2021-10-05 21:08:21.674329535,0.9263125,0.981625,passed_mean
axis3,High School Qualifier,0.43586153574128006,-0.31374063352669007,1.1497078072135714,2024-09-21 06:46:30.192993929,2024-03-19 12:00:46.423550157,2025-08-26 11:55:10.713695214,0.8335,0.64925,passed_mean
axis3,Average Human,0.9243326351176183,-0.195416852666606,1.861069070953458,2024-07-31 03:15:54.313968695,2023-12-08 01:17:25.752366234,2025-05-15 11:15:46.457081642,0.6095,0.64925,passed_mean
axis3,High School Top Performer,1.23227440895393,0.38237385846138494,2.044810409195951,2025-05-28 14:19:29.683444215,2024-10-03 06:38:53.222193168,2026-05-05 05:43:55.552495969,0.665125,0.64925,passed_mean
axis3,Skilled Generalist,1.5583935201494794,0.2820501656174328,3.0143213047582096,2025-01-07 18:46:12.621909046,2024-05-05 00:49:34.050284437,2025-11-06 08:14:12.252123706,0.581,0.64925,passed_mean
axis3,Committee of Average Humans,1.58788428220338,0.6317744491101677,2.291923174783692,2025-04-15 21:09:57.259887344,2024-07-05 12:52:30.105972560,2025-12-22 01:43:29.898250366,0.573125,0.64925,passed_mean
axis3,Committee of Skilled Generalists,2.4214105181907275,1.0507771295438073,3.8114280315755007,2025-09-09 23:31:44.536670785,2024-09-19 07:43:25.486104023,2026-05-23 22:51:14.303042412,0.5055625,0.64925,passed_mean
axis3,Domain Expert,2.5211350951039257,1.4385498601169866,3.5322470822757728,2025-12-28 09:39:24.705256095,2025-04-17 10:54:09.646918675,2026-09-30 07:58:55.659877112,0.4808125,0.64925,passed_mean
axis3,Top Performer,3.0332902110660998,2.0306288760797147,3.981963068956549,2026-07-02 04:09:14.972387365,2025-10-13 17:12:07.553737704,2027-05-05 03:04:39.573881356,0.3585,0.64925,passed_mean
axis3,Committee of Domain Experts,3.1587474135441584,1.9616946962716697,4.437038144366719,2026-06-11 18:31:00.884725789,2025-08-16 23:03:40.726677617,2027-03-07 13:18:51.058691015,0.3723125,0.64925,passed_mean
axis4,High School Qualifier,0.40204718288020275,-0.3045868320445686,1.078685005347371,2022-02-17 03:15:03.003886920,2019-12-19 23:03:13.187534014,2026-07-09 04:59:22.949781236,0.850375,0.7971875,passed_mean
axis4,High School Top Performer,1.1959683846569802,0.4059360402107606,2.0056715884049163,2025-04-27 18:23:37.089118069,2022-02-13 05:33:35.790036148,2029-01-12 13:19:07.876614596,0.589375,0.7971875,passed_mean
axis4,Average Human,1.4568441531507945,0.23829855042494724,2.1374891927306643,2025-08-18 14:09:15.002529788,2022-02-20 02:03:00.192013280,2028-11-25 20:22:50.218922176,0.5435,0.7971875,passed_mean
axis4,Committee of Average Humans,1.8742549703861688,1.0349740008843495,2.5142721273340056,2027-07-19 09:09:50.371898060,2024-04-24 23:00:46.818459169,2030-07-20 19:56:25.741775880,0.370125,0.7971875,future
axis4,Skilled Generalist,2.477275761080348,0.7803355575091866,3.4625913232491468,2029-04-04 04:55:11.847640097,2022-12-01 04:30:20.357020785,2033-07-03 00:49:07.645955620,0.3315,0.7971875,future
axis4,Domain Expert,2.9857851240490563,1.8129802852644277,3.916329496157722,2031-12-04 11:06:01.550121528,2025-03-27 01:53:24.810192767,2034-09-04 02:49:09.536710762,0.1703125,0.7971875,future
axis4,Committee of Skilled Generalists,3.187146378517744,1.640917173589997,4.273413435665104,2032-04-11 01:18:55.319352376,2024-04-19 12:05:17.791174780,2035-09-01 16:52:04.810690338,0.20525,0.7971875,future
axis4,Top Performer,3.386254860729643,2.3807858785859963,4.30038199805158,2033-10-31 07:02:06.374254447,2026-08-26 08:33:46.111450003,2036-03-20 16:36:37.872864233,0.0911875,0.7971875,future
axis4,Committee of Domain Experts,3.7463776810016087,2.4010204839598073,4.922878695565814,2034-12-23 00:10:02.287424167,2026-06-20 15:28:35.886458856,2037-12-11 15:11:59.238644009,0.096125,0.7971875,future
